,input,rounds,cpus,memory,geomean,start,end,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Utilization,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),Total Energy per Round,CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh),Min CF,Min Runtime,Min Energy,Min Embodied,CF Improvement over Perf-Optimal (%),CF Improvement over Energy-Optimal (%),CF Improvement over Embodied-Optimal (%),CF Improvement over CF-Optimal (%)
45,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0,0.0,0.0,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0080569075104642,nearestNeighbors,0,True,False,False,True,24.881542910616464,24.881542910616464,-0.0,-0.0
47,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0,0.0,0.0,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0107256030310597,nearestNeighbors,0,False,True,True,False,-0.0,-0.0,-33.12307504001299,-33.12307504001299
111,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0047051994866982,0.0003845589136584,0.0050897584003566,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0131466659108208,nearestNeighbors,10,True,False,False,True,14.181319020007678,14.181319020007678,-0.0,-0.0
113,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0042282488888888,0.0003652671351273,0.0045935160240162,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0153191190550759,nearestNeighbors,10,False,True,True,False,-0.0,-0.0,-16.524745962145342,-16.524745962145342
177,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0094103989733964,0.0007691178273168,0.0101795168007132,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0182364243111775,nearestNeighbors,20,True,False,False,True,8.417824970209935,8.417824970209935,-0.0,-0.0
179,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0084564977777777,0.0007305342702546,0.0091870320480324,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0199126350790921,nearestNeighbors,20,False,True,True,False,-0.0,-0.0,-9.19155388859433,-9.19155388859433
243,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0141155984600946,0.0011536767409752,0.0152692752010699,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0233261827115341,nearestNeighbors,30,True,False,False,True,4.814988639421782,4.814988639421782,-0.0,-0.0
245,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0126847466666666,0.0010958014053819,0.0137805480720486,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0245061511031083,nearestNeighbors,30,False,True,True,False,-0.0,-0.0,-5.0585576138471255,-5.0585576138471255
309,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0188207979467928,0.0015382356546336,0.0203590336014265,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0284159411118907,nearestNeighbors,40,True,False,False,True,2.349600812431569,2.349600812431569,-0.0,-0.0
311,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0169129955555555,0.0014610685405092,0.0183740640960648,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0290996671271245,nearestNeighbors,40,False,True,True,False,-0.0,-0.0,-2.406135389081634,-2.406135389081634
338,3Dplummer_50000000,10,64,48,5.113,2024-10-28 05:16:11.178000,2024-10-28 05:17:02.318400,1492.3895631107844,131.55130928529414,1673.8999552941175,145.9230149019608,1613.3964912330066,135.1442356894608,6389.687274509804,327.38117647058823,28.53960784313725,327.232,245.42400000000004,1.81891991163538e-05,1.2463145624577203e-05,1748.5407269224677,0.0224082846004584,0.0018770032734647,0.0242852878739231,0.0059520880052426,0.0030587550517662,0.0090108430570089,0.033296130930932,nearestNeighbors,50,True,False,False,False,1.1784348733914682,1.1784348733914682,0.6254714402807644,-0.0
375,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.023525997433491,0.0019227945682921,0.0254487920017831,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0335056995122474,nearestNeighbors,50,False,False,False,True,0.5564438303507522,0.5564438303507522,-0.0,-0.6294082088700291
377,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0211412444444444,0.0018263356756365,0.022967580120081,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0336931831511407,nearestNeighbors,50,False,True,True,False,-0.0,-0.0,-0.5595574532767785,-1.1924875626910758
418,3Dplummer_50000000,10,80,48,4.825,2024-10-28 04:41:52.669000,2024-10-28 04:42:40.927100,1410.1883794415633,128.83637286134163,1581.4748340248966,142.39856327800828,1552.9270915943412,132.2269204655083,7987.953132780082,327.76680497925315,29.51265560165975,386.0,231.6,1.81891991163538e-05,1.2463145624577203e-05,1685.1540120598495,0.025882118193239,0.0022037820077584,0.0280859002009974,0.0070210308589125,0.002886464526652,0.0099074953855646,0.0379933955865621,nearestNeighbors,60,True,False,False,False,0.7660717557629583,0.7660717557629583,1.559930516708,-0.0
441,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0282311969201892,0.0023073534819505,0.0305385504021398,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.038595457912604,nearestNeighbors,60,False,False,False,True,-0.8064386434426294,-0.8064386434426294,-0.0,-1.5846499549380788
443,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0253694933333333,0.0021916028107638,0.0275610961440972,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0382866991751569,nearestNeighbors,60,False,True,True,False,-0.0,-0.0,0.7999872372190856,-0.7719857203248904
484,3Dplummer_50000000,10,80,48,4.825,2024-10-28 04:41:52.669000,2024-10-28 04:42:40.927100,1410.1883794415633,128.83637286134163,1581.4748340248966,142.39856327800828,1552.9270915943412,132.2269204655083,7987.953132780082,327.76680497925315,29.51265560165975,386.0,231.6,1.81891991163538e-05,1.2463145624577203e-05,1685.1540120598495,0.0301958045587788,0.0025710790090515,0.0327668835678304,0.0070210308589125,0.002886464526652,0.0099074953855646,0.042674378953395,nearestNeighbors,70,True,False,False,False,0.4800261491739657,0.4800261491739657,2.3139117643917975,-0.0
507,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0329363964068874,0.0026919123956089,0.0356283088024964,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0436852163129606,nearestNeighbors,70,False,False,False,True,-1.8773252653895809,-1.8773252653895809,-0.0,-2.3687218990803425
509,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0295977422222222,0.0025568699458912,0.0321546121681134,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0428802151991731,nearestNeighbors,70,False,True,True,False,-0.0,-0.0,1.842731206869796,-0.4823415145722342
550,3Dplummer_50000000,10,80,48,4.825,2024-10-28 04:41:52.669000,2024-10-28 04:42:40.927100,1410.1883794415633,128.83637286134163,1581.4748340248966,142.39856327800828,1552.9270915943412,132.2269204655083,7987.953132780082,327.76680497925315,29.51265560165975,386.0,231.6,1.81891991163538e-05,1.2463145624577203e-05,1685.1540120598495,0.0345094909243186,0.0029383760103446,0.0374478669346633,0.0070210308589125,0.002886464526652,0.0099074953855646,0.0473553623202279,nearestNeighbors,80,True,False,False,False,0.24933557972283746,0.24933557972283746,2.9105343497016665,-0.0
573,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0376415958935856,0.0030764713092673,0.040718067202853,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0487749747133173,nearestNeighbors,80,False,False,False,True,-2.740975812519215,-2.740975812519215,-0.0,-2.997785939192388
575,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0338259911111111,0.0029221370810185,0.0367481281921296,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0474737312231893,nearestNeighbors,80,False,True,True,False,-0.0,-0.0,2.6678506709152954,-0.24995881598574385
616,3Dplummer_50000000,10,80,48,4.825,2024-10-28 04:41:52.669000,2024-10-28 04:42:40.927100,1410.1883794415633,128.83637286134163,1581.4748340248966,142.39856327800828,1552.9270915943412,132.2269204655083,7987.953132780082,327.76680497925315,29.51265560165975,386.0,231.6,1.81891991163538e-05,1.2463145624577203e-05,1685.1540120598495,0.0388231772898585,0.0033056730116377,0.0421288503014962,0.0070210308589125,0.002886464526652,0.0099074953855646,0.0520363456870608,nearestNeighbors,90,True,False,False,False,0.05934932568642721,0.05934932568642721,3.394405431759119,-0.0
639,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0423467953802838,0.0034610302229258,0.0458078256032097,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0538647331136739,nearestNeighbors,90,False,False,False,True,-3.4522390975160904,-3.4522390975160904,-0.0,-3.5136737648887992
641,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.03805424,0.0032874042161458,0.0413416442161458,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0520672472472055,nearestNeighbors,90,False,True,True,False,-0.0,-0.0,3.3370366148014856,-0.0593845700283008
705,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.047051994866982,0.0038455891365842,0.0508975840035663,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0589544915140305,nearestNeighbors,100,False,False,False,True,-4.0481774518801785,-4.0481774518801785,-0.0,-4.0481774518801785
707,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0422824888888888,0.0036526713512731,0.045935160240162,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0566607632712217,nearestNeighbors,100,True,True,True,False,-0.0,-0.0,3.890675983971333,-0.0
771,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0517571943536802,0.0042301480502426,0.0559873424039229,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0640442499143872,nearestNeighbors,110,False,False,False,True,-4.554735850701952,-4.554735850701952,-0.0,-4.554735850701952
773,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0465107377777777,0.0040179384864004,0.0505286762641782,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0612542792952379,nearestNeighbors,110,True,True,True,False,-0.0,-0.0,4.356317113369068,-0.0
837,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0564623938403785,0.004614706963901,0.0610771008042796,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0691340083147438,nearestNeighbors,120,False,False,False,True,-4.990619624479212,-4.990619624479212,-0.0,-4.990619624479212
839,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0507389866666666,0.0043832056215277,0.0551221922881944,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0658477953192542,nearestNeighbors,120,True,True,True,False,-0.0,-0.0,4.753395724617306,-0.0
903,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0611675933270767,0.0049992658775595,0.0661668592046362,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0742237667151004,nearestNeighbors,130,False,False,False,True,-5.369654964822676,-5.369654964822676,-0.0,-5.369654964822676
905,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0549672355555555,0.004748472756655,0.0597157083122106,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0704413113432703,nearestNeighbors,130,True,True,True,False,-0.0,-0.0,5.096016463767788,-0.0
969,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0658727928137749,0.0053838247912179,0.0712566176049928,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0793135251154571,nearestNeighbors,140,False,False,False,True,-5.7022823911180325,-5.7022823911180325,-0.0,-5.7022823911180325
971,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0591954844444444,0.0051137398917824,0.0643092243362268,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0750348273672865,nearestNeighbors,140,True,True,True,False,-0.0,-0.0,5.394663447302425,-0.0
1035,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0705779923004731,0.0057683837048763,0.0763463760053494,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0844032835158137,nearestNeighbors,150,False,False,False,True,-5.996533295997892,-5.996533295997892,-0.0,-5.996533295997892
1037,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0634237333333333,0.0054790070269097,0.068902740360243,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0796283433913027,nearestNeighbors,150,True,True,True,False,-0.0,-0.0,5.657291903361053,-0.0
1101,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0752831917871713,0.0061529426185347,0.0814361344057061,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0894930419161703,nearestNeighbors,160,False,False,False,True,-6.258686922189391,-6.258686922189391,-0.0,-6.258686922189391
1103,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0676519822222222,0.005844274162037,0.0734962563842592,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.084221859415319,nearestNeighbors,160,True,True,True,False,-0.0,-0.0,5.890047301989034,-0.0
1167,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0799883912738695,0.0065375015321932,0.0865258928060627,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.094582800316527,nearestNeighbors,170,False,False,False,True,-6.493723466981462,-6.493723466981462,-0.0,-6.493723466981462
1169,3Dplummer_50000000,10,96,48,4.575,2024-10-28 04:10:36.089900,2024-10-28 04:11:21.845600,1359.75809125,128.28129708333333,1522.1696,141.14078333333333,1522.1696,131.49616864583334,9563.932244444444,332.71466666666663,30.850444444444445,439.2000000000001,219.6,1.81891991163538e-05,1.2463145624577203e-05,1653.6657686458334,0.0718802311111111,0.0062095412971643,0.0780897724082754,0.0079886962519025,0.0027369067791571,0.0107256030310597,0.0888153754393352,nearestNeighbors,170,True,True,True,False,-0.0,-0.0,6.09775229522785,-0.0
1233,3Dplummer_50000000,10,48,48,5.476,2024-10-28 05:47:35.956200,2024-10-28 05:48:30.726300,1596.6734084446884,134.5932009003663,1791.070221978022,149.98523296703297,1693.8718152113552,138.44120891703295,4809.093864468865,327.0763736263736,27.38956043956044,262.848,262.848,1.81891991163538e-05,1.2463145624577203e-05,1832.313024128388,0.0846935907605677,0.0069220604458516,0.0916156512064194,0.0047809946093353,0.0032759129011288,0.0080569075104642,0.0996725587168836,nearestNeighbors,180,False,False,False,True,-6.705643494323792,-6.705643494323792,-0.0,-6.705643494323792
